Content-Type: application/data


{
2.178520 , -3.138999 , 1.068654,
2.151381 , -3.125967 , 1.120281,
2.173679 , -3.125365 , 1.035592,
2.089362 , -3.123976 , 1.082863,
2.230236 , -3.121635 , 1.100852,
2.163328 , -3.113144 , 1.163286,
2.070539 , -3.113011 , 1.131433,
2.086539 , -3.110272 , 1.041270,
2.258464 , -3.106028 , 1.049843,
2.082941 , -3.105659 , 1.176985,
1.980723 , -3.102738 , 1.079259,
2.162212 , -3.102667 , 0.997469,
2.240258 , -3.101754 , 1.139490,
1.989404 , -3.096507 , 1.129204,
2.183570 , -3.095372 , 1.199023,
2.102208 , -3.095145 , 1.216680,
2.251656 , -3.093869 , 1.025634,
2.265429 , -3.093068 , 1.087913,
2.079914 , -3.090675 , 0.996377,
2.000454 , -3.088229 , 1.032715,
2.002756 , -3.085051 , 1.176682,
1.901629 , -3.084106 , 1.068083,
2.151444 , -3.083812 , 0.954889,
2.075895 , -3.078268 , 0.946690,
2.126715 , -3.077744 , 1.246470,
1.909282 , -3.076674 , 1.119608,
2.258840 , -3.075254 , 1.169628,
2.126198 , -3.073886 , 0.880336,
2.081914 , -3.071686 , 0.901591,
2.235474 , -3.071415 , 0.995048,
2.149462 , -3.070874 , 0.916611,
2.210034 , -3.070770 , 1.222079,
2.021347 , -3.070506 , 1.219775,
2.272200 , -3.069944 , 1.119396,
1.916027 , -3.062857 , 1.015411,
1.922877 , -3.060593 , 1.166643,
2.002733 , -3.060536 , 0.984772,
1.825175 , -3.058903 , 1.053665,
2.151898 , -3.053256 , 1.274280,
2.290594 , -3.052748 , 1.073192,
2.043924 , -3.051064 , 1.256491,
2.218105 , -3.050106 , 0.960490,
1.832299 , -3.049779 , 1.106649,
2.284392 , -3.042870 , 1.186561,
2.194756 , -3.042697 , 0.901306,
2.236197 , -3.042642 , 1.243870,
1.940242 , -3.041253 , 1.210125,
2.010314 , -3.041213 , 0.932419,
2.286316 , -3.040524 , 1.142229,
2.172583 , -3.035714 , 1.295883,
2.208246 , -3.034158 , 0.929802,
2.247240 , -3.033545 , 1.254057,
1.834172 , -3.030838 , 0.994623,
2.028400 , -3.029788 , 0.884218,
2.296743 , -3.029092 , 1.030725,
1.845762 , -3.028920 , 1.155400,
2.068109 , -3.026459 , 1.291018,
2.155798 , -3.026447 , 0.876263,
2.293704 , -3.026432 , 1.096038,
1.928427 , -3.026114 , 0.967684,
2.289781 , -3.022376 , 1.018008,
2.060043 , -3.022282 , 0.848962,
2.265432 , -3.020847 , 1.262891,
1.771902 , -3.019712 , 1.033846,
1.960651 , -3.018914 , 1.250584,
2.205349 , -3.011996 , 1.316720,
2.273732 , -3.011834 , 1.001888,
2.310238 , -3.011220 , 1.204444,
1.778524 , -3.009260 , 1.088819,
2.307945 , -3.006747 , 1.154786,
2.288328 , -3.005600 , 1.270046,
2.299477 , -3.005137 , 1.057790,
1.862334 , -3.004185 , 1.201315,
2.095487 , -3.002153 , 1.324286,
2.255549 , -3.001997 , 0.983621,
1.949060 , -2.998733 , 0.916563,
2.238762 , -2.998008 , 0.946658,
2.302052 , -2.995466 , 1.111502,
2.242661 , -2.994709 , 0.967449,
1.983769 , -2.993715 , 1.289876,
2.216428 , -2.993136 , 0.899387,
1.782404 , -2.992138 , 0.975533,
2.106201 , -2.989017 , 0.846469,
2.313738 , -2.988726 , 1.273878,
1.855812 , -2.986805 , 0.948840,
1.792691 , -2.986049 , 1.142668,
2.246198 , -2.983802 , 1.335364,
1.980428 , -2.981511 , 0.868527,
2.201030 , -2.979366 , 0.874246,
1.881599 , -2.977794 , 1.245246,
2.298793 , -2.975722 , 1.075653,
2.330358 , -2.974941 , 1.171556,
2.338851 , -2.972107 , 1.271886,
2.135225 , -2.971750 , 1.357763,
2.022453 , -2.971032 , 0.830331,
2.021985 , -2.970371 , 0.830110,
1.729333 , -2.966067 , 1.023416,
2.273735 , -2.963831 , 1.045004,
2.015127 , -2.963487 , 1.331440,
2.318415 , -2.962906 , 1.122048,
1.810408 , -2.959570 , 1.195135,
2.359955 , -2.957898 , 1.267112,
1.733927 , -2.954273 , 1.079043,
1.888444 , -2.953470 , 0.901012,
2.250404 , -2.953067 , 1.011001,
2.291629 , -2.952557 , 1.347748,
1.904171 , -2.951156 , 1.287333,
2.255238 , -2.947722 , 0.945832,
2.373292 , -2.947719 , 1.259678,
2.255202 , -2.947455 , 0.899625,
1.806708 , -2.947377 , 0.930299,
2.157709 , -2.946471 , 0.842758,
2.300945 , -2.943765 , 1.088680,
1.740981 , -2.942407 , 0.965468,
2.255181 , -2.936977 , 0.870415,
2.183630 , -2.936533 , 1.388770,
2.070058 , -2.933545 , 0.821305,
2.334354 , -2.932632 , 1.139696,
1.932213 , -2.932212 , 0.854868,
1.830566 , -2.932138 , 1.244832,
2.273161 , -2.931932 , 1.064195,
1.747778 , -2.929800 , 1.135300,
2.054841 , -2.928576 , 1.368873,
2.336909 , -2.921617 , 1.348098,
2.381353 , -2.917356 , 1.224126,
1.939546 , -2.916222 , 1.339954,
2.311597 , -2.913371 , 1.102153,
1.842736 , -2.911320 , 0.884343,
2.303570 , -2.909681 , 0.897554,
1.975130 , -2.908834 , 0.811602,
2.216571 , -2.907666 , 0.838329,
1.693296 , -2.906722 , 1.021528,
1.853249 , -2.905436 , 1.289684,
2.290128 , -2.904931 , 0.946602,
1.765849 , -2.904355 , 1.191756,
2.265245 , -2.903318 , 1.010237,
1.765807 , -2.902447 , 0.918280,
2.274048 , -2.899279 , 1.081746,
2.237755 , -2.897373 , 1.410658,
2.127248 , -2.897127 , 0.815547,
2.312450 , -2.896494 , 0.867155,
2.246652 , -2.895743 , 1.059284,
2.246652 , -2.895743 , 1.059284,
2.375501 , -2.894879 , 1.341720,
1.694857 , -2.893854 , 1.076394,
2.101236 , -2.889315 , 1.400367,
1.706219 , -2.887882 , 0.964046,
1.889036 , -2.886265 , 0.840843,
2.320052 , -2.885226 , 1.123082,
2.362751 , -2.885026 , 1.186440,
2.682388 , -2.883090 , 0.957949,
1.977387 , -2.881667 , 1.386330,
1.786144 , -2.878785 , 1.245449,
2.032671 , -2.877650 , 0.800244,
2.766423 , -2.877379 , 0.937885,
2.355066 , -2.875745 , 0.895698,
2.400773 , -2.875174 , 1.328080,
2.335307 , -2.873147 , 0.944256,
1.887757 , -2.872139 , 1.341210,
2.283206 , -2.870811 , 1.103173,
2.278048 , -2.870390 , 0.835233,
2.664914 , -2.870248 , 0.881533,
1.706868 , -2.869136 , 1.131849,
1.802970 , -2.867706 , 0.872887,
2.633888 , -2.866334 , 0.967783,
2.751373 , -2.864326 , 0.869902,
2.189547 , -2.863976 , 0.810165,
2.299460 , -2.863773 , 1.010277,
2.622378 , -2.861968 , 0.913910,
2.682743 , -2.861351 , 1.050834,
2.371331 , -2.858424 , 0.864635,
2.292807 , -2.858039 , 1.414222,
2.767424 , -2.854964 , 1.020887,
2.635697 , -2.854213 , 1.031873,
1.731447 , -2.854004 , 0.914593,
2.395189 , -2.853938 , 1.289553,
1.808256 , -2.853758 , 1.292807,
2.847354 , -2.853606 , 0.917057,
1.923745 , -2.849239 , 0.800184,
2.262680 , -2.849012 , 1.057865,
2.325263 , -2.848657 , 1.160487,
2.604970 , -2.848588 , 0.864837,
2.383776 , -2.847123 , 0.941566,
2.095658 , -2.847082 , 0.792300,
1.723617 , -2.846426 , 1.188677,
2.153633 , -2.845483 , 1.418822,
2.408130 , -2.845406 , 0.894044,
2.286770 , -2.844497 , 1.129159,
1.667290 , -2.842532 , 1.021454,
2.834927 , -2.841418 , 0.857965,
2.641158 , -2.841167 , 0.810983,
2.023848 , -2.840905 , 1.430185,
1.849477 , -2.840135 , 0.832424,
2.579065 , -2.838582 , 0.922483,
2.590018 , -2.838517 , 0.975816,
2.344578 , -2.837413 , 1.006465,
1.928442 , -2.836777 , 1.389788,
2.247728 , -2.836443 , 1.114948,
2.247728 , -2.836443 , 1.114948,
2.340939 , -2.835074 , 0.833695,
2.730825 , -2.834124 , 0.803026,
2.358722 , -2.833527 , 1.246025,
2.253546 , -2.832322 , 0.806881,
2.848911 , -2.832219 , 0.988779,
2.561119 , -2.831308 , 0.877388,
2.585002 , -2.830755 , 0.819577,
2.630376 , -2.830010 , 1.089578,
1.665088 , -2.829456 , 1.075034,
1.680556 , -2.828176 , 0.964852,
2.431320 , -2.827074 , 0.861209,
2.433865 , -2.825807 , 0.938556,
2.591505 , -2.824408 , 1.037234,
1.742613 , -2.824340 , 1.243463,
1.840783 , -2.823228 , 1.342905,
2.341283 , -2.823105 , 1.406878,
1.990257 , -2.823048 , 0.786370,
2.462427 , -2.822476 , 0.891470,
1.769701 , -2.821251 , 0.869955,
2.539624 , -2.819613 , 0.839460,
2.161563 , -2.819181 , 0.785763,
2.514835 , -2.818464 , 0.886143,
2.393285 , -2.818210 , 1.001812,
2.534888 , -2.817779 , 0.929144,
2.274651 , -2.817418 , 1.156009,
2.923950 , -2.816910 , 0.899211,
2.489153 , -2.814288 , 0.853468,
2.297616 , -2.814213 , 1.058193,
2.673553 , -2.813402 , 1.133253,
2.818097 , -2.812868 , 0.795939,
2.485270 , -2.812368 , 0.934618,
2.545503 , -2.811564 , 0.983070,
2.308944 , -2.809308 , 1.207411,
2.565319 , -2.808663 , 0.775872,
2.914273 , -2.806196 , 0.849812,
1.672649 , -2.806178 , 1.128272,
2.617742 , -2.805683 , 0.743250,
2.404789 , -2.805640 , 0.831267,
2.443749 , -2.804468 , 0.996499,
2.761343 , -2.804108 , 1.100266,
2.318568 , -2.802322 , 0.806014,
2.586851 , -2.801987 , 1.090446,
1.763431 , -2.801839 , 1.292270,
2.208890 , -2.800729 , 1.413726,
1.704395 , -2.800458 , 0.914670,
2.264611 , -2.799468 , 1.105171,
2.495561 , -2.798776 , 0.990255,
2.519653 , -2.798741 , 0.803616,
1.974994 , -2.798162 , 1.432746,
2.925749 , -2.797928 , 0.958493,
2.059308 , -2.797341 , 0.776120,
2.074661 , -2.797065 , 1.455814,
2.623234 , -2.796843 , 1.139818,
2.710501 , -2.796495 , 0.736212,
2.375542 , -2.795555 , 1.387281,
2.375542 , -2.795555 , 1.387281,
2.343254 , -2.793681 , 1.055600,
2.466407 , -2.793359 , 0.822463,
2.546303 , -2.793332 , 1.041908,
2.228294 , -2.792658 , 0.782046,
1.816232 , -2.791030 , 0.833185,
2.228405 , -2.790436 , 1.165019,
2.228405 , -2.790436 , 1.165019,
1.880869 , -2.790021 , 1.389651,
2.253034 , -2.788828 , 1.185814,
1.684817 , -2.787726 , 1.183568,
2.360177 , -2.784838 , 1.347113,
1.877316 , -2.784782 , 0.801181,
2.547469 , -2.784677 , 0.733032,
2.845705 , -2.782856 , 1.061511,
2.392482 , -2.780949 , 1.052878,
2.901494 , -2.780874 , 0.794712,
2.317907 , -2.777762 , 1.301167,
2.384383 , -2.777293 , 0.804274,
2.801561 , -2.776887 , 0.731652,
1.649987 , -2.775327 , 1.023197,
2.502640 , -2.774892 , 0.769533,
1.792402 , -2.774848 , 1.340229,
2.495794 , -2.774833 , 1.046402,
2.579698 , -2.773976 , 1.135086,
2.443470 , -2.773926 , 1.049982,
2.129613 , -2.773505 , 0.768081,
1.741503 , -2.770641 , 0.872060,
2.299964 , -2.770373 , 1.103518,
2.542047 , -2.770296 , 1.092184,
1.699815 , -2.770205 , 1.237727,
2.448065 , -2.767692 , 0.793948,
2.295670 , -2.767439 , 0.781582,
2.271979 , -2.766981 , 1.252878,
2.596439 , -2.765478 , 0.677629,
2.991670 , -2.764647 , 0.885404,
1.661811 , -2.763706 , 0.967029,
1.644474 , -2.763024 , 1.075328,
1.951393 , -2.762725 , 0.785085,
2.255779 , -2.760367 , 1.152774,
2.260256 , -2.759778 , 1.396730,
2.225263 , -2.758450 , 1.215405,
2.529814 , -2.756855 , 0.692586,
2.984569 , -2.756122 , 0.847310,
2.344744 , -2.755081 , 1.100169,
2.616323 , -2.754878 , 1.180390,
2.028165 , -2.754721 , 1.462576,
2.691965 , -2.754173 , 0.670424,
2.924613 , -2.753613 , 1.021590,
1.927650 , -2.752882 , 1.430265,
2.130254 , -2.751173 , 1.451796,
2.200173 , -2.750771 , 0.763432,
2.180475 , -2.750642 , 1.198883,
2.180475 , -2.750642 , 1.198883,
